"","rule","n","N","runtime"
"5160","rule_run_fitree_masked_normal",5,200,520
"5161","rule_run_fitree_masked_normal",5,200,415
"5162","rule_run_fitree_masked_normal",5,200,727
"5163","rule_run_fitree_masked_normal",5,500,1879
"5164","rule_run_fitree_masked_normal",5,200,562
"5165","rule_run_fitree_masked_normal",5,200,630
"5166","rule_run_fitree_masked_normal",5,200,373
"5167","rule_run_fitree_masked_normal",5,200,485
"5168","rule_run_fitree_masked_normal",10,500,29391
"5169","rule_run_fitree_masked_normal",15,500,122927
"5170","rule_run_fitree_masked_normal",15,500,138193
"5171","rule_run_fitree_masked_normal",10,500,29918
"5172","rule_run_fitree_masked_normal",10,200,15358
"5173","rule_run_fitree_masked_normal",5,200,1205
"5174","rule_run_fitree_masked_normal",15,200,26358
"5175","rule_run_fitree_masked_normal",5,500,1748
"5176","rule_run_fitree_masked_normal",5,500,1745
"5177","rule_run_fitree_masked_normal",5,200,598
"5178","rule_run_fitree_masked_normal",5,200,1312
"5179","rule_run_fitree_masked_normal",10,200,4356
"5180","rule_run_fitree_masked_normal",5,500,2133
"5181","rule_run_fitree_masked_normal",5,200,518
"5182","rule_run_fitree_masked_normal",10,200,10126
"5183","rule_run_fitree_masked_normal",10,200,12957
"5184","rule_run_fitree_masked_normal",5,200,1179
"5185","rule_run_fitree_masked_normal",10,200,9135
"5186","rule_run_fitree_masked_normal",10,200,4804
"5187","rule_run_fitree_masked_normal",10,500,22799
"5188","rule_run_fitree_masked_normal",15,500,140602
"5189","rule_run_fitree_masked_normal",15,200,6436
"5190","rule_run_fitree_masked_normal",5,500,1407
"5191","rule_run_fitree_masked_normal",10,200,6297
"5192","rule_run_fitree_masked_normal",10,200,7113
"5193","rule_run_fitree_masked_normal",5,500,2603
"5194","rule_run_fitree_masked_normal",5,200,462
"5195","rule_run_fitree_masked_normal",5,500,1216
"5196","rule_run_fitree_masked_normal",15,500,131926
"5197","rule_run_fitree_masked_normal",10,500,27218
"5198","rule_run_fitree_masked_normal",10,500,14994
"5199","rule_run_fitree_masked_normal",10,200,8903
"5200","rule_run_fitree_masked_normal",5,200,370
"5201","rule_run_fitree_masked_normal",15,200,23947
"5202","rule_run_fitree_masked_normal",10,200,7067
"5203","rule_run_fitree_masked_normal",15,500,117894
"5204","rule_run_fitree_masked_normal",10,200,5748
"5205","rule_run_fitree_masked_normal",15,200,17956
"5206","rule_run_fitree_masked_normal",5,200,535
"5207","rule_run_fitree_masked_normal",15,500,130847
"5208","rule_run_fitree_masked_normal",5,500,1903
"5209","rule_run_fitree_masked_normal",15,500,98018
"5210","rule_run_fitree_masked_normal",15,500,132712
"5211","rule_run_fitree_masked_normal",15,200,20605
"5212","rule_run_fitree_masked_normal",5,200,721
"5213","rule_run_fitree_masked_normal",10,200,8207
"5214","rule_run_fitree_masked_normal",5,200,407
"5215","rule_run_fitree_masked_normal",5,500,1516
"5216","rule_run_fitree_masked_normal",10,200,8558
"5217","rule_run_fitree_masked_normal",15,500,107036
"5218","rule_run_fitree_masked_normal",10,200,6068
"5219","rule_run_fitree_masked_normal",15,500,57560
"5220","rule_run_fitree_masked_normal",10,200,4684
"5221","rule_run_fitree_masked_normal",15,200,11337
"5222","rule_run_fitree_masked_normal",5,500,1936
"5223","rule_run_fitree_masked_normal",10,200,4445
"5224","rule_run_fitree_masked_normal",5,200,652
"5225","rule_run_fitree_masked_normal",15,500,168287
"5226","rule_run_fitree_masked_normal",15,200,42877
"5227","rule_run_fitree_masked_normal",15,200,21060
"5228","rule_run_fitree_masked_normal",10,200,6754
"5229","rule_run_fitree_masked_normal",15,500,70065
"5230","rule_run_fitree_masked_normal",5,500,1149
"5231","rule_run_fitree_masked_normal",15,200,30495
"5232","rule_run_fitree_masked_normal",15,500,122244
"5233","rule_run_fitree_masked_normal",15,500,98197
"5234","rule_run_fitree_masked_normal",15,200,23530
"5235","rule_run_fitree_masked_normal",10,500,23240
"5236","rule_run_fitree_masked_normal",15,500,169557
"5237","rule_run_fitree_masked_normal",5,200,608
"5238","rule_run_fitree_masked_normal",10,200,3596
"5239","rule_run_fitree_masked_normal",10,200,8004
"5240","rule_run_fitree_masked_normal",15,200,23168
"5241","rule_run_fitree_masked_normal",15,200,11223
"5242","rule_run_fitree_masked_normal",5,500,1142
"5243","rule_run_fitree_masked_normal",5,500,1589
"5244","rule_run_fitree_masked_normal",15,500,147211
"5245","rule_run_fitree_masked_normal",15,500,123583
"5246","rule_run_fitree_masked_normal",10,500,43446
"5247","rule_run_fitree_masked_normal",10,500,25777
"5248","rule_run_fitree_masked_normal",5,200,706
"5249","rule_run_fitree_masked_normal",15,200,26937
"5250","rule_run_fitree_masked_normal",5,500,1533
"5251","rule_run_fitree_masked_normal",10,500,18925
"5252","rule_run_fitree_masked_normal",15,500,29678
"5253","rule_run_fitree_masked_normal",15,200,26568
"5254","rule_run_fitree_masked_normal",10,200,5412
"5255","rule_run_fitree_masked_normal",15,200,16282
"5256","rule_run_fitree_masked_normal",10,200,10059
"5257","rule_run_fitree_masked_normal",5,200,449
"5258","rule_run_fitree_masked_normal",15,200,12595
"5259","rule_run_fitree_masked_normal",5,200,499
"5260","rule_run_fitree_masked_normal",5,500,1482
"5261","rule_run_fitree_masked_normal",15,500,139898
"5262","rule_run_fitree_masked_normal",5,200,784
"5263","rule_run_fitree_masked_normal",15,200,32385
"5264","rule_run_fitree_masked_normal",15,500,130353
"5265","rule_run_fitree_masked_normal",10,500,16415
"5266","rule_run_fitree_masked_normal",5,500,3490
"5267","rule_run_fitree_masked_normal",5,200,387
"5268","rule_run_fitree_masked_normal",15,200,33763
"5269","rule_run_fitree_masked_normal",5,500,2752
"5270","rule_run_fitree_masked_normal",5,500,1960
"5271","rule_run_fitree_masked_normal",5,200,228
"5272","rule_run_fitree_masked_normal",5,200,526
"5273","rule_run_fitree_masked_normal",15,200,23968
"5274","rule_run_fitree_masked_normal",10,200,4664
"5275","rule_run_fitree_masked_normal",5,200,907
"5276","rule_run_fitree_masked_normal",15,200,19725
"5277","rule_run_fitree_masked_normal",15,200,55732
"5278","rule_run_fitree_masked_normal",15,200,46055
"5279","rule_run_fitree_masked_normal",15,500,101499
"5280","rule_run_fitree_masked_normal",15,200,45874
"5281","rule_run_fitree_masked_normal",10,200,6931
"5282","rule_run_fitree_masked_normal",5,200,503
"5283","rule_run_fitree_masked_normal",10,500,13246
"5284","rule_run_fitree_masked_normal",15,200,31731
"5285","rule_run_fitree_masked_normal",10,200,8420
"5286","rule_run_fitree_masked_normal",10,500,29486
"5287","rule_run_fitree_masked_normal",5,200,585
"5288","rule_run_fitree_masked_normal",5,200,632
"5289","rule_run_fitree_masked_normal",15,200,16409
"5290","rule_run_fitree_masked_normal",10,500,32906
"5291","rule_run_fitree_masked_normal",5,200,755
"5292","rule_run_fitree_masked_normal",15,500,68700
"5293","rule_run_fitree_masked_normal",10,500,36670
"5294","rule_run_fitree_masked_normal",15,200,51293
"5295","rule_run_fitree_masked_normal",10,500,29246
"5296","rule_run_fitree_masked_normal",15,500,123244
"5297","rule_run_fitree_masked_normal",15,200,6607
"5298","rule_run_fitree_masked_normal",10,500,29280
"5299","rule_run_fitree_masked_normal",15,500,110788
"5300","rule_run_fitree_masked_normal",10,200,6944
"5301","rule_run_fitree_masked_normal",15,500,27819
"5302","rule_run_fitree_masked_normal",15,200,31567
"5303","rule_run_fitree_masked_normal",15,500,139000
"5304","rule_run_fitree_masked_normal",10,200,5202
"5305","rule_run_fitree_masked_normal",10,200,14479
"5306","rule_run_fitree_masked_normal",5,500,2242
"5307","rule_run_fitree_masked_normal",10,500,32396
"5308","rule_run_fitree_masked_normal",10,200,1843
"5309","rule_run_fitree_masked_normal",10,500,19662
"5310","rule_run_fitree_masked_normal",10,200,9339
"5311","rule_run_fitree_masked_normal",10,500,34523
"5312","rule_run_fitree_masked_normal",5,500,1100
"5313","rule_run_fitree_masked_normal",15,200,40651
"5314","rule_run_fitree_masked_normal",5,200,555
"5315","rule_run_fitree_masked_normal",5,500,1757
"5316","rule_run_fitree_masked_normal",5,200,446
"5317","rule_run_fitree_masked_normal",10,200,6969
"5318","rule_run_fitree_masked_normal",15,500,140613
"5319","rule_run_fitree_masked_normal",15,500,151226
"5320","rule_run_fitree_masked_normal",10,500,37267
"5321","rule_run_fitree_masked_normal",15,500,134066
"5322","rule_run_fitree_masked_normal",5,500,1700
"5323","rule_run_fitree_masked_normal",15,500,67303
"5324","rule_run_fitree_masked_normal",10,500,18094
"5325","rule_run_fitree_masked_normal",10,500,18849
"5326","rule_run_fitree_masked_normal",5,200,648
"5327","rule_run_fitree_masked_normal",10,500,38137
"5328","rule_run_fitree_masked_normal",15,200,25634
"5329","rule_run_fitree_masked_normal",10,500,27231
"5330","rule_run_fitree_masked_normal",10,500,37063
"5331","rule_run_fitree_masked_normal",15,500,129645
"5332","rule_run_fitree_masked_normal",5,200,571
"5333","rule_run_fitree_masked_normal",5,500,3183
"5334","rule_run_fitree_masked_normal",5,500,1486
"5335","rule_run_fitree_masked_normal",5,500,1099
"5336","rule_run_fitree_masked_normal",10,200,5206
"5337","rule_run_fitree_masked_normal",5,200,528
"5338","rule_run_fitree_masked_normal",10,200,6452
"5339","rule_run_fitree_masked_normal",5,500,2379
"5340","rule_run_fitree_masked_normal",5,500,1813
"5341","rule_run_fitree_masked_normal",15,500,62590
"5342","rule_run_fitree_masked_normal",5,200,507
"5343","rule_run_fitree_masked_normal",10,200,5724
"5344","rule_run_fitree_masked_normal",15,500,122025
"5345","rule_run_fitree_masked_normal",10,500,36592
"5346","rule_run_fitree_masked_normal",5,200,481
"5347","rule_run_fitree_masked_normal",5,200,619
"5348","rule_run_fitree_masked_normal",5,500,1896
"5349","rule_run_fitree_masked_normal",5,200,601
"5350","rule_run_fitree_masked_normal",5,500,3656
"5351","rule_run_fitree_masked_normal",15,200,39867
"5352","rule_run_fitree_masked_normal",15,500,103881
"5353","rule_run_fitree_masked_normal",10,500,27408
"5354","rule_run_fitree_masked_normal",15,500,155814
"5355","rule_run_fitree_masked_normal",15,200,21391
"5356","rule_run_fitree_masked_normal",15,500,25308
"5357","rule_run_fitree_masked_normal",15,200,45276
"5358","rule_run_fitree_masked_normal",5,200,316
"5359","rule_run_fitree_masked_normal",10,200,6886
"5360","rule_run_fitree_masked_normal",10,500,25403
"5361","rule_run_fitree_masked_normal",10,200,2466
"5362","rule_run_fitree_masked_normal",15,500,166672
"5363","rule_run_fitree_masked_normal",5,500,1381
"5364","rule_run_fitree_masked_normal",5,500,1991
"5365","rule_run_fitree_masked_normal",15,200,31963
"5366","rule_run_fitree_masked_normal",15,500,121193
"5367","rule_run_fitree_masked_normal",10,200,2405
"5368","rule_run_fitree_masked_normal",5,200,636
"5369","rule_run_fitree_masked_normal",10,500,8551
"5370","rule_run_fitree_masked_normal",15,200,26826
"5371","rule_run_fitree_masked_normal",15,200,50989
"5372","rule_run_fitree_masked_normal",15,500,98707
"5373","rule_run_fitree_masked_normal",10,200,1484
"5374","rule_run_fitree_masked_normal",5,500,1973
"5375","rule_run_fitree_masked_normal",5,500,1476
"5376","rule_run_fitree_masked_normal",15,200,34675
"5377","rule_run_fitree_masked_normal",5,200,570
"5378","rule_run_fitree_masked_normal",10,200,8329
"5379","rule_run_fitree_masked_normal",15,500,129557
"5380","rule_run_fitree_masked_normal",10,500,25712
"5381","rule_run_fitree_masked_normal",10,200,7910
"5382","rule_run_fitree_masked_normal",5,500,1252
"5383","rule_run_fitree_masked_normal",15,500,158880
"5384","rule_run_fitree_masked_normal",15,500,52300
"5385","rule_run_fitree_masked_normal",10,500,27594
"5386","rule_run_fitree_masked_normal",10,500,19241
"5387","rule_run_fitree_masked_normal",15,200,10861
"5388","rule_run_fitree_masked_normal",15,500,171556
"5389","rule_run_fitree_masked_normal",5,200,182
"5390","rule_run_fitree_masked_normal",5,200,720
"5391","rule_run_fitree_masked_normal",5,200,455
"5392","rule_run_fitree_masked_normal",5,200,415
"5393","rule_run_fitree_masked_normal",10,500,36469
"5394","rule_run_fitree_masked_normal",5,500,1229
"5395","rule_run_fitree_masked_normal",5,200,432
"5396","rule_run_fitree_masked_normal",10,200,6563
"5397","rule_run_fitree_masked_normal",5,500,1914
"5398","rule_run_fitree_masked_normal",15,500,143940
"5399","rule_run_fitree_masked_normal",15,200,35090
"5400","rule_run_fitree_masked_normal",10,200,5754
"5401","rule_run_fitree_masked_normal",5,500,1371
"5402","rule_run_fitree_masked_normal",5,200,358
"5403","rule_run_fitree_masked_normal",15,500,157128
"5404","rule_run_fitree_masked_normal",15,200,47043
"5405","rule_run_fitree_masked_normal",15,200,20046
"5406","rule_run_fitree_masked_normal",5,500,1260
"5407","rule_run_fitree_masked_normal",5,200,404
"5408","rule_run_fitree_masked_normal",10,500,19705
"5409","rule_run_fitree_masked_normal",10,200,6768
"5410","rule_run_fitree_masked_normal",10,200,11367
"5411","rule_run_fitree_masked_normal",10,200,4647
"5412","rule_run_fitree_masked_normal",15,500,162238
"5413","rule_run_fitree_masked_normal",15,200,30194
"5414","rule_run_fitree_masked_normal",15,200,24178
"5415","rule_run_fitree_masked_normal",5,200,636
"5416","rule_run_fitree_masked_normal",15,500,165929
"5417","rule_run_fitree_masked_normal",10,200,4669
"5418","rule_run_fitree_masked_normal",5,200,398
"5419","rule_run_fitree_masked_normal",10,200,7338
"5420","rule_run_fitree_masked_normal",15,500,146907
"5421","rule_run_fitree_masked_normal",15,500,135621
"5422","rule_run_fitree_masked_normal",10,200,2722
"5423","rule_run_fitree_masked_normal",15,500,140409
"5424","rule_run_fitree_masked_normal",10,200,5201
"5425","rule_run_fitree_masked_normal",5,500,2281
"5426","rule_run_fitree_masked_normal",15,200,9968
"5427","rule_run_fitree_masked_normal",10,500,19178
"5428","rule_run_fitree_masked_normal",10,200,10093
"5429","rule_run_fitree_masked_normal",15,500,83559
"5430","rule_run_fitree_masked_normal",5,500,3369
"5431","rule_run_fitree_masked_normal",5,500,3423
"5432","rule_run_fitree_masked_normal",10,200,6689
"5433","rule_run_fitree_masked_normal",10,500,29836
"5434","rule_run_fitree_masked_normal",5,200,383
"5435","rule_run_fitree_masked_normal",10,200,8434
"5436","rule_run_fitree_masked_normal",10,200,7839
"5437","rule_run_fitree_masked_normal",10,500,33332
"5438","rule_run_fitree_masked_normal",5,200,480
"5439","rule_run_fitree_masked_normal",15,500,122453
"5440","rule_run_fitree_masked_normal",5,200,489
"5441","rule_run_fitree_masked_normal",15,500,81621
"5442","rule_run_fitree_masked_normal",5,500,1838
"5443","rule_run_fitree_masked_normal",10,500,32055
"5444","rule_run_fitree_masked_normal",5,500,1506
"5445","rule_run_fitree_masked_normal",15,200,51321
"5446","rule_run_fitree_masked_normal",10,200,3627
"5447","rule_run_fitree_masked_normal",10,500,37743
"5448","rule_run_fitree_masked_normal",15,200,21127
"5449","rule_run_fitree_masked_normal",5,500,2656
"5450","rule_run_fitree_masked_normal",10,200,4205
"5451","rule_run_fitree_masked_normal",10,500,42309
"5452","rule_run_fitree_masked_normal",10,200,3124
"5453","rule_run_fitree_masked_normal",10,200,4029
"5454","rule_run_fitree_masked_normal",10,500,22390
"5455","rule_run_fitree_masked_normal",10,500,25193
"5456","rule_run_fitree_masked_normal",10,500,48154
"5457","rule_run_fitree_masked_normal",10,500,28316
"5458","rule_run_fitree_masked_normal",15,500,33549
"5459","rule_run_fitree_masked_normal",5,200,424
"5460","rule_run_fitree_masked_normal",10,500,15686
"5461","rule_run_fitree_masked_normal",15,200,19566
"5462","rule_run_fitree_masked_normal",10,500,26425
"5463","rule_run_fitree_masked_normal",15,500,63172
"5464","rule_run_fitree_masked_normal",15,500,115949
"5465","rule_run_fitree_masked_normal",10,200,1133
"5466","rule_run_fitree_masked_normal",15,500,136621
"5467","rule_run_fitree_masked_normal",15,200,33322
"5468","rule_run_fitree_masked_normal",10,500,15226
"5469","rule_run_fitree_masked_normal",15,200,28663
"5470","rule_run_fitree_masked_normal",15,200,29265
"5471","rule_run_fitree_masked_normal",15,500,34216
"5472","rule_run_fitree_masked_normal",10,500,28143
"5473","rule_run_fitree_masked_normal",10,200,6218
"5474","rule_run_fitree_masked_normal",15,500,157795
"5475","rule_run_fitree_masked_normal",10,500,26966
"5476","rule_run_fitree_masked_normal",10,500,31789
"5477","rule_run_fitree_masked_normal",15,200,28602
"5478","rule_run_fitree_masked_normal",15,500,133088
"5479","rule_run_fitree_masked_normal",5,500,2015
"5480","rule_run_fitree_masked_normal",5,500,1279
"5481","rule_run_fitree_masked_normal",10,200,4711
"5482","rule_run_fitree_masked_normal",15,500,122569
"5483","rule_run_fitree_masked_normal",10,200,3264
"5484","rule_run_fitree_masked_normal",10,500,23857
"5485","rule_run_fitree_masked_normal",10,200,2667
"5486","rule_run_fitree_masked_normal",5,200,339
"5487","rule_run_fitree_masked_normal",10,500,23185
"5488","rule_run_fitree_masked_normal",5,200,6632
"5489","rule_run_fitree_masked_normal",10,500,14519
"5490","rule_run_fitree_masked_normal",15,500,130385
"5491","rule_run_fitree_masked_normal",15,200,43496
"5492","rule_run_fitree_masked_normal",10,500,26663
"5493","rule_run_fitree_masked_normal",10,500,26591
"5494","rule_run_fitree_masked_normal",15,200,27163
"5495","rule_run_fitree_masked_normal",5,500,1052
"5496","rule_run_fitree_masked_normal",15,200,41565
"5497","rule_run_fitree_masked_normal",5,200,559
"5498","rule_run_fitree_masked_normal",5,500,7803
"5499","rule_run_fitree_masked_normal",5,500,1669
"5500","rule_run_fitree_masked_normal",10,200,4513
"5501","rule_run_fitree_masked_normal",15,200,47597
"5502","rule_run_fitree_masked_normal",15,500,142390
"5503","rule_run_fitree_masked_normal",5,200,623
"5504","rule_run_fitree_masked_normal",15,500,78991
"5505","rule_run_fitree_masked_normal",10,500,26741
"5506","rule_run_fitree_masked_normal",15,200,48818
"5507","rule_run_fitree_masked_normal",10,200,4078
"5508","rule_run_fitree_masked_normal",15,200,9691
"5509","rule_run_fitree_masked_normal",5,200,237
"5510","rule_run_fitree_masked_normal",15,200,23186
"5511","rule_run_fitree_masked_normal",10,200,4833
"5512","rule_run_fitree_masked_normal",5,200,438
"5513","rule_run_fitree_masked_normal",10,500,27829
"5514","rule_run_fitree_masked_normal",5,500,1451
"5515","rule_run_fitree_masked_normal",5,200,681
"5516","rule_run_fitree_masked_normal",5,200,552
"5517","rule_run_fitree_masked_normal",10,200,4623
"5518","rule_run_fitree_masked_normal",15,500,140876
"5519","rule_run_fitree_masked_normal",15,500,112687
"5520","rule_run_fitree_masked_normal",10,200,6832
"5521","rule_run_fitree_masked_normal",5,200,839
"5522","rule_run_fitree_masked_normal",10,500,29830
"5523","rule_run_fitree_masked_normal",10,200,7380
"5524","rule_run_fitree_masked_normal",15,500,105183
"5525","rule_run_fitree_masked_normal",5,200,388
"5526","rule_run_fitree_masked_normal",15,500,157709
"5527","rule_run_fitree_masked_normal",5,200,625
"5528","rule_run_fitree_masked_normal",15,500,63367
"5529","rule_run_fitree_masked_normal",10,500,17101
"5530","rule_run_fitree_masked_normal",10,200,9680
"5531","rule_run_fitree_masked_normal",10,500,24494
"5532","rule_run_fitree_masked_normal",10,500,26338
"5533","rule_run_fitree_masked_normal",10,500,15745
"5534","rule_run_fitree_masked_normal",15,200,21266
"5535","rule_run_fitree_masked_normal",15,200,26869
"5536","rule_run_fitree_masked_normal",5,200,633
"5537","rule_run_fitree_masked_normal",15,200,8406
"5538","rule_run_fitree_masked_normal",15,500,113943
"5539","rule_run_fitree_masked_normal",10,200,3100
"5540","rule_run_fitree_masked_normal",15,200,30524
"5541","rule_run_fitree_masked_normal",10,500,18429
"5542","rule_run_fitree_masked_normal",10,200,6153
"5543","rule_run_fitree_masked_normal",5,200,546
"5544","rule_run_fitree_masked_normal",10,500,29978
"5545","rule_run_fitree_masked_normal",15,500,141529
"5546","rule_run_fitree_masked_normal",15,500,149537
"5547","rule_run_fitree_masked_normal",15,500,155554
"5548","rule_run_fitree_masked_normal",10,200,3935
"5549","rule_run_fitree_masked_normal",15,200,21939
"5550","rule_run_fitree_masked_normal",15,200,23664
"5551","rule_run_fitree_masked_normal",15,200,42030
"5552","rule_run_fitree_masked_normal",10,500,37642
"5553","rule_run_fitree_masked_normal",10,500,23418
"5554","rule_run_fitree_masked_normal",10,500,18605
"5555","rule_run_fitree_masked_normal",10,200,3145
"5556","rule_run_fitree_masked_normal",5,200,345
"5557","rule_run_fitree_masked_normal",10,200,3714
"5558","rule_run_fitree_masked_normal",10,200,13217
"5559","rule_run_fitree_masked_normal",15,500,124485
"5560","rule_run_fitree_masked_normal",5,200,352
"5561","rule_run_fitree_masked_normal",10,500,40461
"5562","rule_run_fitree_masked_normal",15,200,84286
"5563","rule_run_fitree_masked_normal",5,200,1095
"5564","rule_run_fitree_masked_normal",15,200,8479
"5565","rule_run_fitree_masked_normal",10,200,4905
"5566","rule_run_fitree_masked_normal",5,500,1325
"5567","rule_run_fitree_masked_normal",10,200,5654
"5568","rule_run_fitree_masked_normal",5,500,1272
"5569","rule_run_fitree_masked_normal",5,200,722
"5570","rule_run_fitree_masked_normal",15,200,42697
"5571","rule_run_fitree_masked_normal",15,500,138008
"5572","rule_run_fitree_masked_normal",5,500,1938
"5573","rule_run_fitree_masked_normal",15,200,14271
"5574","rule_run_fitree_masked_normal",5,500,1529
"5575","rule_run_fitree_masked_normal",5,200,465
"5576","rule_run_fitree_masked_normal",15,200,36781
"5577","rule_run_fitree_masked_normal",5,500,1366
"5578","rule_run_fitree_masked_normal",10,200,10120
"5579","rule_run_fitree_masked_normal",5,200,496
"5580","rule_run_fitree_masked_normal",5,200,1065
"5581","rule_run_fitree_masked_normal",5,200,560
"5582","rule_run_fitree_masked_normal",10,500,21738
"5583","rule_run_fitree_masked_normal",10,500,31742
"5584","rule_run_fitree_masked_normal",5,500,1940
"5585","rule_run_fitree_masked_normal",5,500,1754
"5586","rule_run_fitree_masked_normal",15,200,34366
"5587","rule_run_fitree_masked_normal",10,500,28526
"5588","rule_run_fitree_masked_normal",15,200,35285
"5589","rule_run_fitree_masked_normal",5,200,601
"5590","rule_run_fitree_masked_normal",15,200,11562
"5591","rule_run_fitree_masked_normal",5,500,1846
"5592","rule_run_fitree_masked_normal",10,200,4444
"5593","rule_run_fitree_masked_normal",5,500,1855
"5594","rule_run_fitree_masked_normal",10,200,2395
"5595","rule_run_fitree_masked_normal",5,500,1484
"5596","rule_run_fitree_masked_normal",10,200,2506
"5597","rule_run_fitree_masked_normal",10,500,20775
"5598","rule_run_fitree_masked_normal",15,200,5617
"5599","rule_run_fitree_masked_normal",15,500,153411
"5600","rule_run_fitree_masked_normal",5,500,2859
"5601","rule_run_fitree_masked_normal",5,500,1234
"5602","rule_run_fitree_masked_normal",10,500,27361
"5603","rule_run_fitree_masked_normal",15,200,6334
"5604","rule_run_fitree_masked_normal",15,200,49763
"5605","rule_run_fitree_masked_normal",15,200,25351
"5606","rule_run_fitree_masked_normal",15,200,20963
"5607","rule_run_fitree_masked_normal",10,500,21535
"5608","rule_run_fitree_masked_normal",5,500,1794
"5609","rule_run_fitree_masked_normal",5,200,293
"5610","rule_run_fitree_masked_normal",5,500,1894
"5611","rule_run_fitree_masked_normal",10,500,33557
"5612","rule_run_fitree_masked_normal",15,500,164811
"5613","rule_run_fitree_masked_normal",10,200,6500
"5614","rule_run_fitree_masked_normal",5,500,2313
"5615","rule_run_fitree_masked_normal",15,200,21971
"5616","rule_run_fitree_masked_normal",15,200,16649
"5617","rule_run_fitree_masked_normal",10,500,33494
"5618","rule_run_fitree_masked_normal",10,500,22918
"5619","rule_run_fitree_masked_normal",10,200,19451
"5620","rule_run_fitree_masked_normal",10,200,9037
"5621","rule_run_fitree_masked_normal",15,500,121988
"5622","rule_run_fitree_masked_normal",15,500,118427
"5623","rule_run_fitree_masked_normal",5,500,931
"5624","rule_run_fitree_masked_normal",15,200,30417
"5625","rule_run_fitree_masked_normal",10,500,40237
"5626","rule_run_fitree_masked_normal",10,200,4048
"5627","rule_run_fitree_masked_normal",15,200,45379
"5628","rule_run_fitree_masked_normal",5,500,2054
"5629","rule_run_fitree_masked_normal",5,500,1194
"5630","rule_run_fitree_masked_normal",15,500,125285
"5631","rule_run_fitree_masked_normal",15,200,57222
"5632","rule_run_fitree_masked_normal",10,200,9870
"5633","rule_run_fitree_masked_normal",5,500,1797
"5634","rule_run_fitree_masked_normal",10,200,2536
"5635","rule_run_fitree_masked_normal",5,500,1424
"5636","rule_run_fitree_masked_normal",15,500,117715
"5637","rule_run_fitree_masked_normal",5,500,1403
"5638","rule_run_fitree_masked_normal",15,200,46537
"5639","rule_run_fitree_masked_normal",15,200,31058
"5640","rule_run_fitree_masked_normal",10,200,3560
"5641","rule_run_fitree_masked_normal",5,500,1702
"5642","rule_run_fitree_masked_normal",15,500,138621
"5643","rule_run_fitree_masked_normal",15,500,154371
"5644","rule_run_fitree_masked_normal",5,200,617
"5645","rule_run_fitree_masked_normal",5,500,1887
"5646","rule_run_fitree_masked_normal",15,200,25149
"5647","rule_run_fitree_masked_normal",15,200,19668
"5648","rule_run_fitree_masked_normal",5,500,2549
"5649","rule_run_fitree_masked_normal",10,500,30501
"5650","rule_run_fitree_masked_normal",10,200,3343
"5651","rule_run_fitree_masked_normal",5,200,749
"5652","rule_run_fitree_masked_normal",10,200,7432
"5653","rule_run_fitree_masked_normal",10,200,3271
"5654","rule_run_fitree_masked_normal",10,500,37939
"5655","rule_run_fitree_masked_normal",5,500,1848
"5656","rule_run_fitree_masked_normal",10,500,44469
"5657","rule_run_fitree_masked_normal",10,500,26138
"5658","rule_run_fitree_masked_normal",15,200,40564
"5659","rule_run_fitree_masked_normal",15,200,19941
"5660","rule_run_fitree_masked_normal",10,200,4134
"5661","rule_run_fitree_masked_normal",15,200,20078
"5662","rule_run_fitree_masked_normal",15,500,166757
"5663","rule_run_fitree_masked_normal",15,200,36719
"5664","rule_run_fitree_masked_normal",10,500,20192
"5665","rule_run_fitree_masked_normal",10,500,35235
"5666","rule_run_fitree_masked_normal",5,200,594
"5667","rule_run_fitree_masked_normal",15,500,138850
"5668","rule_run_fitree_masked_normal",5,200,482
"5669","rule_run_fitree_masked_normal",5,500,1726
"5670","rule_run_fitree_masked_normal",5,500,1524
"5671","rule_run_fitree_masked_normal",10,200,4162
"5672","rule_run_fitree_masked_normal",10,500,11364
"5673","rule_run_fitree_masked_normal",15,200,44316
"5674","rule_run_fitree_masked_normal",5,200,485
"5675","rule_run_fitree_masked_normal",10,200,10280
"5676","rule_run_fitree_masked_normal",10,200,9477
"5677","rule_run_fitree_masked_normal",15,200,37009
"5678","rule_run_fitree_masked_normal",15,500,112962
"5679","rule_run_fitree_masked_normal",5,200,327
"5680","rule_run_fitree_masked_normal",10,500,24589
"5681","rule_run_fitree_masked_normal",10,500,27011
"5682","rule_run_fitree_masked_normal",15,200,23430
"5683","rule_run_fitree_masked_normal",10,200,8810
"5684","rule_run_fitree_masked_normal",15,200,28117
"5685","rule_run_fitree_masked_normal",5,500,1326
"5686","rule_run_fitree_masked_normal",10,500,16979
"5687","rule_run_fitree_masked_normal",5,200,1238
"5688","rule_run_fitree_masked_normal",5,200,374
"5689","rule_run_fitree_masked_normal",10,500,44164
"5690","rule_run_fitree_masked_normal",15,500,160186
"5691","rule_run_fitree_masked_normal",15,500,113850
"5692","rule_run_fitree_masked_normal",15,200,12135
"5693","rule_run_fitree_masked_normal",5,500,1410
"5694","rule_run_fitree_masked_normal",5,500,2140
"5695","rule_run_fitree_masked_normal",15,500,165209
"5696","rule_run_fitree_masked_normal",15,200,41916
"5697","rule_run_fitree_masked_normal",15,500,143831
"5698","rule_run_fitree_masked_normal",5,500,1269
"5699","rule_run_fitree_masked_normal",5,200,915
"5700","rule_run_fitree_masked_normal",10,200,5402
